Search terms report
"April 1, 2026 - June 29, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Currency code,TrueView avg. CPV,Avg. CPM,Clicks,Impr.,CTR,Avg. CPC,Cost,Campaign type,Conv. rate,Conversions,Cost / conv.
bullhide fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
campus repair inc,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fastrak automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
volvo service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
jiffy lube near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
kia service center,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,8,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru legacy,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
nearest auto shop,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
2017 subaru forester key stuck in ignition,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins toyota service,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
jeep car repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins mechanic,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,5,0.00%,0,0.00,Search,0.00%,0.00,0.00
bg webster,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
european auto,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
timing belt replacement subaru impreza,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
poudre auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,4,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
trust auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
start automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
2016 wrx clutch replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru forester 2015 transmission repair,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru fort collins,Broad match,Excluded,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,678.00,5,65,7.69%,8.81,44.07,Search,20.00%,1.00,44.07
carstar fort collins north east mulberry street fort collins co,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru roadside assistance,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
kings gmc,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car wizard subaru,Broad match,Excluded,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car inspection,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru lost key replacement,Broad match,Excluded,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,9580.00,2,2,100.00%,9.58,19.16,Search,0.00%,0.00,0.00
subaru mechanic near me,Exact match,Added,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,2224.28,4,18,22.22%,10.01,40.04,Search,25.00%,1.00,40.04
fort collins jeep service,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
2018 subaru outback leather seat replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru fort collins repair,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,13086.22,2,4,50.00%,26.17,52.34,Search,0.00%,0.00,0.00
lous auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
pedersen toyota service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,7,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mannon auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,12,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
carl duke volvo,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,10,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mike shaw subaru,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
ricky automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
weston auto gallery,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,4,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
kill switch automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
jays automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
just batteries near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
husker automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
baaa auto service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
archie mechanic,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
goodding performance fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
hyundai auto shop near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
alignment fort collins co,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins alignment,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
jeep service fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,5,0.00%,0,0.00,Search,0.00%,0.00,0.00
import specialists fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
eas automotive,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
wheel alignment near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
chevrolet fort collins,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
nissan mechanic shop,Phrase match,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
a r automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mcr specialist,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
phils pro auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
blackline auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
import auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
ken garff,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto upholstery near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
auto mechanic fort collins,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,886.25,1,8,12.50%,7.09,7.09,Search,0.00%,0.00,0.00
subaru brake pad replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru power steering fluid change,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
kings fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
2013 subaru impreza transmission fluid location,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins subaru service,Broad match,Added,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,2230.00,1,5,20.00%,11.15,11.15,Search,0.00%,0.00,0.00
ming's auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
bge automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
urban auto care,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
complete automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
backbone automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,5,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
daves automotive repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
car service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mike shaw service,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fort collins transmission,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins nissan service,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,19,0.00%,0,0.00,Search,0.00%,0.00,0.00
installing a hitch on a subaru forester,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
pillar auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru automatic transmission fluid change,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
ignition coil replacement cost,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
scott auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
small mechanic shops,Phrase match,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru repairs,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
johns auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
archers auto care,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mazda usa phone number,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
carstart,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
hail damage repair fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru make appointment,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto repair open saturday near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
king's auto center 1412 e mulberry st fort collins co 80524,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
family mechanic near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
transmission repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto air conditioning repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
autonation toyota service department,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
mason auto repair,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
polestar service center near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
gilberto auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
ford 10 speed transmission fluid change,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
kd repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
fowler auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
hawker's automotive,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,3,0.00%,0,0.00,Search,0.00%,0.00,0.00
amco trans,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
a b automotive,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
ram service near me,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
mccoy's auto repair,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
transmission,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru suspension noise,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
c&t auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
new suspension cost,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
kennedy transmission fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
car hop fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mannon truck and auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,3,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
twin peaks auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
coloradoland,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
advantage automotive inc,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,5,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
subaru outback air conditioning repair,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
pedersen toyota fort collins service,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
2013 subaru outback oil change,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
2009 subaru forester oil leak,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
fort collins brakes,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
bg auto near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
diagnose ac problems car,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
auto repair shops in fort collins,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
eas automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,5,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
kcl creations,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
alfa romeo service near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
car ac repair shop near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
european motor cars inc east mulberry street fort collins co,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
big g auto repair,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
european auto repair,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
west end auto,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
gmc service fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
fix my subaru,Exact match (close variant),None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
foco subaru,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
dodge service center,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,4,0.00%,0,0.00,Search,0.00%,0.00,0.00
car air conditioning recharge,AI Max,None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
gp automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
honda fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
mountain view automotive,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,4,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
vin inspection near me,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
front range auto,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
nissan service fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
daves automotive,Performance Max,Excluded,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,2,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
nelson auto fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
precision z,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
gm specialist near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
usaa repair shops near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
drive shaft repair,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
4 star auto,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru coolant flush cost,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru impreza visor replacement,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
gooding performance fort collins,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
ken's muffler fort collins,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,12,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
jks auto repair,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
tuneup,Performance Max,None,Pmax - Local Ads [LID34788] [CID6645], --,USD,0,0.00,0,1,0.00%,0,0.00,Performance Max,0.00%,0.00,0.00
car air conditioning repair near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
carmax service department,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
subaru key disabled,Broad match,None,Search - Services [LID34788] [CID6645],Subaru Specialist,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
service street,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,1,0.00%,0,0.00,Search,0.00%,0.00,0.00
transmission repair places near me,Phrase match (close variant),None,Search - Services [LID34788] [CID6645],Mechanic Fort Collins,USD,0,0.00,0,2,0.00%,0,0.00,Search,0.00%,0.00,0.00
